% Model:              cpw-sheet-shift-5bma.mph
% Version:            COMSOL 6.3.0.290
% Date:               Sep 24 2026, 10:59
% Dimension:          3
% Nodes:              610
% Expressions:        1
% Description:        Electric field norm
% Length unit:        µm
% x                       y                        z                        emw.normE (V/m) @ freq=7.5
529.4495146920499         -252.62437103367142      1.0000000000000002       299.24978977943755
602.8473263811633         -140.95369943285357      1.0000000000000002       1814.8762385837745
301.0550571889422         -13.683486172904926      0.9999999999999999       123193.8594282286
330.5010843166606         -77.10282641558472       0.9999999999999999       8132.38200310483
351.0252370699385         -13.683486172904926      0.9999999999999999       97905.23101312107
281.08494429963133        -81.48953583606797       0.9999999999999999       13379.852589985521
361.11741739128           -119.82245177881771      0.9999999999999999       2627.0476752062214
380.54467265336757        -76.49344772828411       0.9999999999999999       10974.428038005255
319.6194764909725         -133.0103717868486       0.9999999999999999       1525.2932913000768
299.00355752291915        3.989054565593618        1.0000000000000002       736865.9691985846
299.1983090619862         5.310472561066554        1                        1356653.1006122301
249.24014968810926        5.310472561066554        1                        1304019.294004698
249.39184127614337        3.989054565593618        1.0000000000000002       775503.8353659089
299.00355752291597        -5.525224359645305       1.0000000000000002       1307150.6783206784
299.00355752291796        -11.233791714788659      1.0000000000000002       853609.4659755969
249.3918412761404         -5.525224359645305       1.0000000000000002       1368730.656829027
249.39184127614234        -11.233791714788659      1.0000000000000002       780190.5623952012
279.17670125704024        -78.55343122208899       1.0000000000000002       30520.83705617436
197.6366274299052         -4.742006854015971       1                        1395387.4225029435
247.1552450701607         -4.742006854015971       1                        1393899.0324685962
247.15524507016264        -10.439861826960186      1                        1071149.1640583933
247.15524507016366        4.754418100891055        1                        1287686.0284536076
197.63662742990724        -10.439861826960186      1                        1030540.9460981775
144.75315522145436        -5.584904759168505       1                        1277632.3917085684
194.67686605021015        -11.329371740859816      1                        968906.7172911213
194.67686605020808        -5.584904759168505       1                        1324548.2950582309
352.18746256956314        -11.909334510690062      1                        160489.09584835675
382.4095924453933         -76.21445342997458       1                        21733.681205281115
144.75315522145635        -11.329371740859816      1                        765806.6832762291
196.06395399101137        -10.25651782778682       1                        1081648.4991907305
196.06395399100927        -4.478595461274101       1                        1220952.9442091086
301.00758150646243        10.650766895121285       1                        1048292.0901931807
301.33967109445126        11.782361576652265       1                        176319.41048972236
299.198309061983          11.058903361286998       1                        767043.0034618858
369.1621374189474         111.00000000000017       1                        2268.8070862481304
367.74132128384144        108.93600180579553       1                        5451.602177928978
249.2401496881063         11.058903361286998       1                        1034314.498109445
247.1552450701607         10.452273073835268       1                        975782.6758590402
197.6366274299083         4.754418100891055        1                        1280444.1558898827
196.06395399101243        5.151275149580431        1                        1157110.00111855
197.6366274299052         10.452273073835268       1                        1049112.1878330787
196.06395399100927        10.92919751609315        1                        768328.8085195746
298.7766001219658         12.03826461443875        0.9999999999999999       125615.20275301233
248.15655342871807        12.03826461443875        0.9999999999999999       228490.7614524686
197.53650673547008        12.03826461443875        0.9999999999999999       261831.2981882972
365.1255363613318         109.11477796313393       0.9999999999999999       4131.041432108387
194.70836641058762        -4.081493986275893       1                        722965.5525283715
194.70836641059074        5.545097314559703        1                        1227098.9983635056
194.70836641058762        11.32105209506106        1                        925833.79352554
144.5110030797938         -4.081493986275893       1                        662205.4132136744
144.51100307979675        5.545097314559703        1                        1091148.6992536907
171.09799304442137        -62.208079942189094      1                        13461.863958582
143.1408168410402         -12.296574194976241      1                        149781.31709658523
169.2642970029909         -62.747783395607264      1                        11183.763374381251
367.48989645136726        111.00000000000017       1                        2876.83599668998
92.89935399139839         -940.9999999999999       1                        0.029535469128054825
343.20133927939224        -697.9731855588162       1                        2.719012394503659
507.1006460086024         -940.9999999999999       1                        0.0017576755091413458
626.9588554755384         -669.6680913307542       1                        2.665974833654858
369.8274857379761         -208.7342491598986       1                        602.112913811717
628.6052130247953         -667.6657941975711       1                        3.028608207361307
697.8965026700888         -427.3393881271609       1                        68.50406501699784
399.10752180662206        -452.31898734509906      1                        23.20639350481971
344.8476968286491         -695.9708884256331       1                        3.4841349427640873
697.209453267228          -425.9188339997247       1                        115.87110066811225
529.2609573591676         -254.46916992785884      1                        308.27884503963946
398.4204724037613         -450.8984332176629       1                        41.47696261631001
369.688065731965          -210.591835150523        1                        473.24928942981325
467.5550037057136         -154.72360236792514      1                        1155.5684845212022
40.36930854669387         -5.6045849242526105      0.9999999999999999       1172803.071744106
90.5395428095418          -5.6045849242526105      0.9999999999999999       1197437.3288233397
90.53954280954451         4.016803703929306        0.9999999999999999       697707.2225980991
90.53954280954369         -11.37741810116176       0.9999999999999999       795189.9026230603
93.63658082296725         -12.296574194976241      1                        161503.31495407777
124.60556722018399        -69.25723878076438       1                        10475.478670006334
121.92516608962194        -69.10439493993587       0.9999999999999999       10649.752684615252
279.4888600755499         -82.53325484193266       1                        5848.37716572452
319.2001683005396         -135.6274454315959       1                        2114.9902112163536
361.9653824625223         -122.03678981691317      1                        2625.423256431126
368.28416604554684        -209.53939553140367      1                        653.7058096847313
257.080907257111          -176.0177418313693       1                        1092.3765283871924
369.10955225794385        -210.21046231228362      1                        680.5895885175341
196.3295586332331         -12.004525987374231      0.9999999999999999       177867.5865008896
221.81264290761422        -83.5772994187798        0.9999999999999999       6720.207612968804
172.18076927309497        -64.11300491968746       0.9999999999999999       13153.82927211995
247.45995729919312        -12.004525987374231      0.9999999999999999       204577.31443658538
278.15657253939025        -81.38491163933581       0.9999999999999999       13150.624075690821
255.9077852413022         -174.2053706768678       0.9999999999999999       1009.0526612190482
142.8787799417564         -5.040293112775412       1                        1033195.120836515
142.87877994175938        4.673503311525478        1                        667896.8168090134
142.8787799417584         -10.868570967355947      1                        1017845.8338071357
92.22668999693101         -5.040293112775412       1                        1153610.7454528462
92.22668999693292         -10.868570967355947      1                        904153.5535027159
92.22668999693376         4.673503311525478        1                        661622.1113312321
170.3928598947917         -64.22258756671866       0.9999999999999999       12643.878193197614
124.29460742636336        -70.9418677441067        0.9999999999999999       11320.301804687762
65.52751424514041         -68.13604383369375       0.9999999999999999       8605.117257899445
40.36930854669568         -11.37741810116176       0.9999999999999999       889783.470159462
187.7668705095707         60.377544892481644       1                        21995.498743837165
186.90959067929384        59.454008599239145       1                        21415.804308268143
188.26252159729037        59.07855057036592        1                        25534.995088248903
189.67206196241006        60.57652128878637        0.9999999999999999       19347.10381629513
232.57241534255           111.00000000000017       1                        4058.503856689357
232.42766388259784        109.11477796313393       0.9999999999999999       6347.579594670843
144.5110030797938         11.32105209506106        1                        1086331.2678465908
142.79254364984595        5.77181699891178         1                        1329261.0153108304
142.79254364984303        11.486841324329788       1                        778370.9176892436
93.12471150618211         5.77181699891178         1                        1222220.3944412107
93.12471150617942         11.486841324329788       1                        1077375.2840505445
184.74386922332275        59.112044036146614       1                        17230.194757056946
-10.809682024023841       -4.6415409271588635      0.9999999999999999       586802.8878209263
38.53557238225362         -4.6415409271588635      0.9999999999999999       572497.7570178013
38.53557238225611         4.8216373213604244       0.9999999999999999       641018.3911022258
-10.809682024021381       4.8216373213604244       0.9999999999999999       674554.7704981762
186.72410987431942        60.763030478337946       1                        13606.490707884921
91.10109067785348         5.833129566497805        0.9999999999999999       1186956.8767252048
41.17529554290111         11.577836378680955       0.9999999999999999       882456.1427274813
41.17529554290363         5.833129566497805        0.9999999999999999       1407118.9401242884
91.10109067785079         11.577836378680955       0.9999999999999999       992550.7001876145
187.41281894131026        61.688835809301416       1                        13372.003961533459
230.849247251946          111.00000000000017       1                        2624.5138427182537
63.91946351128516         -68.3169928034234        1                        11921.979896237777
38.613128844958055        -11.224178029393059      1                        838918.1516031314
38.613128844956236        -5.417354995238026       1                        1042556.8995746274
-11.852502677491852       -5.417354995238026       1                        1154296.6688221078
39.54441475504632         5.177575794976278        1                        984373.5533805615
90.48867791624362         5.177575794976278        1                        725036.2275111026
39.54441475504374         -4.592252101028151       1                        568986.1815348287
39.54441475504374         11.039472532578934       1                        1080783.2379077289
38.233633769941996        5.747634082852677        1                        1324530.2396838833
38.23363376993947         11.491667808399145       1                        600645.8986173164
-11.686311739147161       5.747634082852677        1                        1214080.3091648212
-11.68631173914965        11.491667808399145       1                        907144.0542783145
-12.87291998383936        -4.581552118552497       1                        581481.0239482366
-12.872919983836844       5.088137224203595        1                        1026729.1766689435
-12.87291998383936        10.88995082985725        1                        916675.2844103999
-11.852502677489953       -11.224178029393059      1                        727002.152589901
160.07468628934274        -147.00406587525922      0.9999999999999999       1382.7895966231415
158.29398667556396        -147.0642828412955       0.9999999999999999       1621.0952525207258
98.45581740697725         -116.74360099712082      0.9999999999999999       3601.4479791399804
89.89935399139839         -940.9999999999999       1                        0.026442913796486393
-300                      -940.9999999999999       1                        9.466057190760623E-4
-81.62689168268967        -706.1412788212153       1                        5.534568057133335
215.85711827754295        -305.7419545678343       1                        263.36338209630503
92.28789384526826         -939.4108121049499       1                        0.07040153296019644
